scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,verify,params,hypothesis
S027tcprr.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___epg_index,S,epg_index,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___epg_index_p25,S,epg_index_p25,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___epg_index_p50,S,epg_index_p50,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___epg_index_p75,S,epg_index_p75,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___epg_text,S,epg_text,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___epg_reserve,S,epg_reserve,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S027tcprr.ext___hub_conn1,S,hub_conn1,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___hub_conn2,S,hub_conn2,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___hub_conn3,S,hub_conn3,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___hub_conn4,S,hub_conn4,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___hub_subscribed,S,hub_subscribed,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___tcp_conn,S,tcp_conn,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___timer_armed,S,timer_armed,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___db_watch,S,db_watch,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___ready,S,ready,ext_unix,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S027tcprr.ext___steady,S,steady,ext_unix,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___init,S,init,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_open,S,db_open,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_read,S,db_read,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_read_p25,S,db_read_p25,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_read_p50,S,db_read_p50,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_read_p75,S,db_read_p75,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_parse,S,db_parse,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_parse_p25,S,db_parse_p25,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_parse_p50,S,db_parse_p50,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___db_parse_p75,S,db_parse_p75,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___epg_index,S,epg_index,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___epg_index_p25,S,epg_index_p25,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___epg_index_p50,S,epg_index_p50,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___epg_index_p75,S,epg_index_p75,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___epg_text,S,epg_text,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___epg_reserve,S,epg_reserve,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S028tcprr.tcp___hub_conn1,S,hub_conn1,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___hub_conn2,S,hub_conn2,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___hub_conn3,S,hub_conn3,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___hub_conn4,S,hub_conn4,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___hub_subscribed,S,hub_subscribed,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___tcp_conn,S,tcp_conn,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___timer_armed,S,timer_armed,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___db_watch,S,db_watch,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___ready,S,ready,tcp_est,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S028tcprr.tcp___steady,S,steady,tcp_est,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·tcp_est] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__init,S,init,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_open,S,db_open,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_read,S,db_read,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_read_p25,S,db_read_p25,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_read_p50,S,db_read_p50,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_read_p75,S,db_read_p75,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_parse,S,db_parse,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_parse_p25,S,db_parse_p25,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_parse_p50,S,db_parse_p50,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__db_parse_p75,S,db_parse_p75,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__epg_index,S,epg_index,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__epg_index_p25,S,epg_index_p25,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__epg_index_p50,S,epg_index_p50,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__epg_index_p75,S,epg_index_p75,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__epg_text,S,epg_text,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·filelocks] ok — 이 라인의 자원은 해당 옵션에서 무해
S029tcprr.file__hub_conn1,S,hub_conn1,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__hub_conn2,S,hub_conn2,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__hub_conn3,S,hub_conn3,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__hub_conn4,S,hub_conn4,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__hub_subscribed,S,hub_subscribed,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__tcp_conn,S,tcp_conn,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__timer_armed,S,timer_armed,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__db_watch,S,db_watch,filelocks,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__ready,S,ready,filelocks,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S029tcprr.file__steady,S,steady,filelocks,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,"[tcprr 구성·filelocks] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S030tcprr.perm__init,S,init,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_open,S,db_open,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
S030tcprr.perm__db_read,S,db_read,permissive,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 4 --hub_pending 8 --tcp reqresp,[tcprr 구성·permissive] ok — 이 라인의 자원은 해당 옵션에서 무해
