scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,launch_ok,dump_rc,restore_rc,img_kib,v_pong,v_stat,v_hub,v_tcp,v_live5,v_resume,rereg_ms,verdict,world,dump_err,restore_err
S029tcprr.file__epg_text,S,epg_text,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6599 regs=2104 log_rx=28200 svcs=4 mem_mib=835 memd_kills=0
0","",""
S029tcprr.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6608 regs=2108 log_rx=28250 svcs=4 mem_mib=835 memd_kills=0
0","",""
S029tcprr.file__hub_conn1,S,hub_conn1,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=6615 regs=2110 log_rx=28250 svcs=4 mem_mib=835 memd_kills=0
0","(00.126903) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S029tcprr.file__hub_conn2,S,hub_conn2,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6622 regs=2113 log_rx=28300 svcs=4 mem_mib=835 memd_kills=0
0","(00.126009) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S029tcprr.file__hub_conn3,S,hub_conn3,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6630 regs=2117 log_rx=28350 svcs=4 mem_mib=835 memd_kills=0
0","(00.112897) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S029tcprr.file__hub_conn4,S,hub_conn4,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6638 regs=2121 log_rx=28350 svcs=4 mem_mib=835 memd_kills=0
0","(00.133631) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S029tcprr.file__hub_subscribed,S,hub_subscribed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6646 regs=2125 log_rx=28400 svcs=4 mem_mib=835 memd_kills=0
0","(00.144285) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S029tcprr.file__tcp_conn,S,tcp_conn,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=6655 regs=2129 log_rx=28450 svcs=4 mem_mib=835 memd_kills=0
0","(00.098571) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S029tcprr.file__timer_armed,S,timer_armed,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=6664 regs=2133 log_rx=28500 svcs=4 mem_mib=835 memd_kills=0
0","(00.119869) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S029tcprr.file__db_watch,S,db_watch,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=6674 regs=2137 log_rx=28500 svcs=4 mem_mib=835 memd_kills=0
0","(00.106619) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S029tcprr.file__ready,S,ready,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=6684 regs=2141 log_rx=28550 svcs=4 mem_mib=835 memd_kills=0
0","(00.118656) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S029tcprr.file__steady,S,steady,filelocks,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=6694 regs=2145 log_rx=28600 svcs=4 mem_mib=835 memd_kills=0
0","(00.124969) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S030tcprr.perm__init,S,init,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6704 regs=2149 log_rx=28650 svcs=4 mem_mib=835 memd_kills=0
0","",""
S030tcprr.perm__db_open,S,db_open,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6714 regs=2153 log_rx=28700 svcs=4 mem_mib=835 memd_kills=0
0","",""
S030tcprr.perm__db_read,S,db_read,permissive,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6724 regs=2157 log_rx=28750 svcs=4 mem_mib=835 memd_kills=0
0","",""
S030tcprr.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6734 regs=2161 log_rx=28750 svcs=4 mem_mib=835 memd_kills=0
0","",""
S030tcprr.perm__db_read_p50,S,db_read_p50,permissive,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6743 regs=2165 log_rx=28800 svcs=4 mem_mib=835 memd_kills=0
0","",""
S030tcprr.perm__db_read_p75,S,db_read_p75,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6753 regs=2169 log_rx=28850 svcs=4 mem_mib=835 memd_kills=0
0","",""
S030tcprr.perm__db_parse,S,db_parse,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6763 regs=2173 log_rx=28900 svcs=4 mem_mib=835 memd_kills=0
0","",""
S030tcprr.perm__db_parse_p25,S,db_parse_p25,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6773 regs=2177 log_rx=28950 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__db_parse_p50,S,db_parse_p50,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6783 regs=2181 log_rx=29000 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__db_parse_p75,S,db_parse_p75,permissive,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6792 regs=2185 log_rx=29000 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__epg_index,S,epg_index,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6802 regs=2189 log_rx=29050 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__epg_index_p25,S,epg_index_p25,permissive,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6812 regs=2193 log_rx=29100 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,normal,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6822 regs=2197 log_rx=29150 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,normal,1,0,0,10524,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6832 regs=2201 log_rx=29200 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__epg_text,S,epg_text,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6842 regs=2205 log_rx=29250 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6851 regs=2209 log_rx=29300 svcs=4 mem_mib=836 memd_kills=0
0","",""
S030tcprr.perm__hub_conn1,S,hub_conn1,permissive,none,none,0,normal,1,1,na,13588,na,na,na,na,na,na,na,dump_fail,"up_s=6858 regs=2211 log_rx=29300 svcs=4 mem_mib=836 memd_kills=0
0","(00.130506) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S030tcprr.perm__hub_conn2,S,hub_conn2,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6865 regs=2214 log_rx=29350 svcs=4 mem_mib=836 memd_kills=0
0","(00.128898) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S030tcprr.perm__hub_conn3,S,hub_conn3,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6873 regs=2218 log_rx=29350 svcs=4 mem_mib=836 memd_kills=0
0","(00.151401) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S030tcprr.perm__hub_conn4,S,hub_conn4,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6881 regs=2222 log_rx=29400 svcs=4 mem_mib=836 memd_kills=0
0","(00.124778) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S030tcprr.perm__hub_subscribed,S,hub_subscribed,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=6890 regs=2226 log_rx=29450 svcs=4 mem_mib=836 memd_kills=0
0","(00.121099) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S030tcprr.perm__tcp_conn,S,tcp_conn,permissive,none,none,0,normal,1,1,na,13604,na,na,na,na,na,na,na,dump_fail,"up_s=6898 regs=2230 log_rx=29500 svcs=4 mem_mib=836 memd_kills=0
0","(00.153249) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S030tcprr.perm__timer_armed,S,timer_armed,permissive,none,none,0,normal,1,1,na,13604,na,na,na,na,na,na,na,dump_fail,"up_s=6908 regs=2234 log_rx=29500 svcs=4 mem_mib=836 memd_kills=0
0","(00.149940) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S030tcprr.perm__db_watch,S,db_watch,permissive,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=6917 regs=2238 log_rx=29550 svcs=4 mem_mib=836 memd_kills=0
0","(00.103667) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S030tcprr.perm__ready,S,ready,permissive,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=6927 regs=2242 log_rx=29600 svcs=4 mem_mib=836 memd_kills=0
0","(00.130714) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S030tcprr.perm__steady,S,steady,permissive,none,none,0,normal,1,1,na,136,na,na,na,na,na,na,na,dump_fail,"up_s=6938 regs=2246 log_rx=29650 svcs=4 mem_mib=836 memd_kills=0
0","(00.134703) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S031tcpst.stri__init,S,init,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6948 regs=2250 log_rx=29700 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_open,S,db_open,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6958 regs=2254 log_rx=29750 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_read,S,db_read,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6967 regs=2258 log_rx=29750 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_read_p25,S,db_read_p25,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6977 regs=2262 log_rx=29800 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_read_p50,S,db_read_p50,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6987 regs=2266 log_rx=29850 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_read_p75,S,db_read_p75,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=6997 regs=2270 log_rx=29900 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_parse,S,db_parse,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7007 regs=2274 log_rx=29950 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7016 regs=2278 log_rx=30000 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7026 regs=2282 log_rx=30000 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7036 regs=2286 log_rx=30050 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__epg_index,S,epg_index,strict,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7046 regs=2290 log_rx=30100 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7056 regs=2294 log_rx=30150 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__epg_index_p50,S,epg_index_p50,strict,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7066 regs=2298 log_rx=30200 svcs=4 mem_mib=837 memd_kills=0
0","",""
S031tcpst.stri__epg_index_p75,S,epg_index_p75,strict,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7075 regs=2302 log_rx=30250 svcs=4 mem_mib=837 memd_kills=0
0","",""
S031tcpst.stri__epg_text,S,epg_text,strict,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7085 regs=2306 log_rx=30250 svcs=4 mem_mib=836 memd_kills=0
0","",""
S031tcpst.stri__epg_reserve,S,epg_reserve,strict,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7095 regs=2310 log_rx=30300 svcs=4 mem_mib=837 memd_kills=0
0","",""
S031tcpst.stri__hub_conn1,S,hub_conn1,strict,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=7102 regs=2312 log_rx=30350 svcs=4 mem_mib=836 memd_kills=0
0","(00.121809) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S031tcpst.stri__hub_conn2,S,hub_conn2,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7109 regs=2315 log_rx=30400 svcs=4 mem_mib=836 memd_kills=0
0","(00.127097) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S031tcpst.stri__hub_conn3,S,hub_conn3,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7117 regs=2319 log_rx=30400 svcs=4 mem_mib=836 memd_kills=0
0","(00.135155) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S031tcpst.stri__hub_conn4,S,hub_conn4,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7125 regs=2323 log_rx=30450 svcs=4 mem_mib=836 memd_kills=0
0","(00.134676) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S031tcpst.stri__hub_subscribed,S,hub_subscribed,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7133 regs=2327 log_rx=30500 svcs=4 mem_mib=836 memd_kills=0
0","(00.121558) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S031tcpst.stri__tcp_conn,S,tcp_conn,strict,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7142 regs=2331 log_rx=30500 svcs=4 mem_mib=836 memd_kills=0
0","(00.103713) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S031tcpst.stri__timer_armed,S,timer_armed,strict,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7151 regs=2335 log_rx=30550 svcs=4 mem_mib=836 memd_kills=0
0","(00.104007) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S031tcpst.stri__db_watch,S,db_watch,strict,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7161 regs=2339 log_rx=30600 svcs=4 mem_mib=836 memd_kills=0
0","(00.124061) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S031tcpst.stri__ready,S,ready,strict,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7171 regs=2343 log_rx=30650 svcs=4 mem_mib=836 memd_kills=0
0","(00.119974) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S031tcpst.stri__steady,S,steady,strict,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7181 regs=2347 log_rx=30700 svcs=4 mem_mib=836 memd_kills=0
0","(00.115859) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S032tcpst.ext___init,S,init,ext_unix,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7191 regs=2351 log_rx=30750 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_open,S,db_open,ext_unix,none,none,0,normal,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7201 regs=2355 log_rx=30750 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_read,S,db_read,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7211 regs=2359 log_rx=30800 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_read_p25,S,db_read_p25,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7220 regs=2363 log_rx=30850 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_read_p50,S,db_read_p50,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7230 regs=2367 log_rx=30900 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_read_p75,S,db_read_p75,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7240 regs=2371 log_rx=30950 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_parse,S,db_parse,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7250 regs=2375 log_rx=31000 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7260 regs=2379 log_rx=31000 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7270 regs=2383 log_rx=31050 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7279 regs=2387 log_rx=31100 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___epg_index,S,epg_index,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7289 regs=2391 log_rx=31150 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___epg_index_p25,S,epg_index_p25,ext_unix,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7299 regs=2395 log_rx=31200 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___epg_index_p50,S,epg_index_p50,ext_unix,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7309 regs=2399 log_rx=31250 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___epg_index_p75,S,epg_index_p75,ext_unix,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7319 regs=2403 log_rx=31250 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___epg_text,S,epg_text,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7329 regs=2407 log_rx=31300 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___epg_reserve,S,epg_reserve,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7338 regs=2411 log_rx=31350 svcs=4 mem_mib=837 memd_kills=0
0","",""
S032tcpst.ext___hub_conn1,S,hub_conn1,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7345 regs=2413 log_rx=31400 svcs=4 mem_mib=837 memd_kills=0
0","(00.121098) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S032tcpst.ext___hub_conn2,S,hub_conn2,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7353 regs=2416 log_rx=31400 svcs=4 mem_mib=837 memd_kills=0
0","(00.120329) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S032tcpst.ext___hub_conn3,S,hub_conn3,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7360 regs=2420 log_rx=31450 svcs=4 mem_mib=837 memd_kills=0
0","(00.150164) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S032tcpst.ext___hub_conn4,S,hub_conn4,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=7368 regs=2424 log_rx=31500 svcs=4 mem_mib=837 memd_kills=0
0","(00.124568) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S032tcpst.ext___hub_subscribed,S,hub_subscribed,ext_unix,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=7377 regs=2428 log_rx=31500 svcs=4 mem_mib=837 memd_kills=0
0","(00.120780) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S032tcpst.ext___tcp_conn,S,tcp_conn,ext_unix,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7385 regs=2432 log_rx=31550 svcs=4 mem_mib=837 memd_kills=0
0","(00.121750) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S032tcpst.ext___timer_armed,S,timer_armed,ext_unix,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7395 regs=2436 log_rx=31600 svcs=4 mem_mib=837 memd_kills=0
0","(00.107877) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S032tcpst.ext___db_watch,S,db_watch,ext_unix,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7404 regs=2440 log_rx=31650 svcs=4 mem_mib=837 memd_kills=0
0","(00.126551) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S032tcpst.ext___ready,S,ready,ext_unix,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7414 regs=2444 log_rx=31700 svcs=4 mem_mib=837 memd_kills=0
0","(00.123932) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S032tcpst.ext___steady,S,steady,ext_unix,none,none,0,normal,1,1,na,52,na,na,na,na,na,na,na,dump_fail,"up_s=7425 regs=2448 log_rx=31750 svcs=4 mem_mib=837 memd_kills=0
0","(00.096836) Error (criu/sk-inet.c:200): inet: Connected TCP socket; consider using --tcp-established option.",""
S033tcpst.tcp___init,S,init,tcp_est,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7434 regs=2452 log_rx=31750 svcs=4 mem_mib=837 memd_kills=0
0","",""
S033tcpst.tcp___db_open,S,db_open,tcp_est,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7444 regs=2456 log_rx=31800 svcs=4 mem_mib=837 memd_kills=0
0","",""
S033tcpst.tcp___db_read,S,db_read,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7454 regs=2460 log_rx=31850 svcs=4 mem_mib=837 memd_kills=0
0","",""
S033tcpst.tcp___db_read_p25,S,db_read_p25,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7464 regs=2464 log_rx=31900 svcs=4 mem_mib=837 memd_kills=0
0","",""
S033tcpst.tcp___db_read_p50,S,db_read_p50,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7474 regs=2468 log_rx=31950 svcs=4 mem_mib=837 memd_kills=0
0","",""
S033tcpst.tcp___db_read_p75,S,db_read_p75,tcp_est,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7483 regs=2472 log_rx=32000 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___db_parse,S,db_parse,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7493 regs=2476 log_rx=32000 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___db_parse_p25,S,db_parse_p25,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7503 regs=2480 log_rx=32050 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___db_parse_p50,S,db_parse_p50,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7513 regs=2484 log_rx=32100 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___db_parse_p75,S,db_parse_p75,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7523 regs=2488 log_rx=32150 svcs=4 mem_mib=838 memd_kills=0
0","",""
S033tcpst.tcp___epg_index,S,epg_index,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=7533 regs=2492 log_rx=32200 svcs=4 mem_mib=838 memd_kills=0
0","",""
