scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,launch_ok,dump_rc,restore_rc,img_kib,v_pong,v_stat,v_hub,v_tcp,v_live5,v_resume,rereg_ms,verdict,world,dump_err,restore_err
S068one_lockf.tcp___db_open,S,db_open,tcp_est,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13003 regs=3236 log_rx=55850 svcs=4 mem_mib=856 memd_kills=90","",""
S068one_lockf.tcp___db_lock,S,db_lock,tcp_est,none,none,0,none,1,1,na,264,na,na,na,na,na,na,na,dump_fail,"up_s=13004 regs=3236 log_rx=55850 svcs=4 mem_mib=844 memd_kills=90","(00.129179) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S068one_lockf.tcp___epg_index,S,epg_index,tcp_est,none,none,0,none,1,1,na,13576,na,na,na,na,na,na,na,dump_fail,"up_s=13010 regs=3236 log_rx=55900 svcs=4 mem_mib=855 memd_kills=90","(00.113316) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S068one_lockf.tcp___ready,S,ready,tcp_est,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13018 regs=3236 log_rx=55950 svcs=4 mem_mib=855 memd_kills=90","(00.111201) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S068one_lockf.tcp___steady,S,steady,tcp_est,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13027 regs=3236 log_rx=55950 svcs=4 mem_mib=855 memd_kills=90","(00.132540) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S069one_lockf.file__init,S,init,filelocks,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13035 regs=3236 log_rx=56000 svcs=4 mem_mib=856 memd_kills=90","",""
S069one_lockf.file__db_open,S,db_open,filelocks,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13044 regs=3236 log_rx=56050 svcs=4 mem_mib=856 memd_kills=90","",""
S069one_lockf.file__db_lock,S,db_lock,filelocks,none,none,0,none,1,0,0,292,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13052 regs=3236 log_rx=56100 svcs=4 mem_mib=856 memd_kills=90","",""
S069one_lockf.file__epg_index,S,epg_index,filelocks,none,none,0,none,1,0,0,13600,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13060 regs=3236 log_rx=56100 svcs=4 mem_mib=856 memd_kills=90","",""
S069one_lockf.file__ready,S,ready,filelocks,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13069 regs=3236 log_rx=56150 svcs=4 mem_mib=856 memd_kills=90","(00.138306) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S069one_lockf.file__steady,S,steady,filelocks,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13077 regs=3236 log_rx=56200 svcs=4 mem_mib=856 memd_kills=90","(00.140540) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S070one_lockf.perm__init,S,init,permissive,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13086 regs=3236 log_rx=56200 svcs=4 mem_mib=856 memd_kills=90","",""
S070one_lockf.perm__db_open,S,db_open,permissive,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13094 regs=3236 log_rx=56250 svcs=4 mem_mib=856 memd_kills=90","",""
S070one_lockf.perm__db_lock,S,db_lock,permissive,none,none,0,none,1,0,0,288,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13102 regs=3236 log_rx=56300 svcs=4 mem_mib=856 memd_kills=90","",""
S070one_lockf.perm__epg_index,S,epg_index,permissive,none,none,0,none,1,0,0,13600,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13110 regs=3236 log_rx=56350 svcs=4 mem_mib=856 memd_kills=90","",""
S070one_lockf.perm__ready,S,ready,permissive,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13119 regs=3236 log_rx=56350 svcs=4 mem_mib=856 memd_kills=90","(00.132142) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S070one_lockf.perm__steady,S,steady,permissive,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13128 regs=3236 log_rx=56400 svcs=4 mem_mib=856 memd_kills=90","(00.143632) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S071one_lockp.stri__init,S,init,strict,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13136 regs=3236 log_rx=56450 svcs=4 mem_mib=856 memd_kills=90","",""
S071one_lockp.stri__db_open,S,db_open,strict,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13144 regs=3236 log_rx=56450 svcs=4 mem_mib=856 memd_kills=90","",""
S071one_lockp.stri__db_lock,S,db_lock,strict,none,none,0,none,1,1,na,264,na,na,na,na,na,na,na,dump_fail,"up_s=13145 regs=3236 log_rx=56450 svcs=4 mem_mib=844 memd_kills=90","(00.108634) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S071one_lockp.stri__epg_index,S,epg_index,strict,none,none,0,none,1,1,na,13576,na,na,na,na,na,na,na,dump_fail,"up_s=13151 regs=3236 log_rx=56500 svcs=4 mem_mib=856 memd_kills=90","(00.133194) Error (criu/file-lock.c:110): Some file locks are hold by dumping tasks! You can try --file-locks to dump them.",""
S071one_lockp.stri__ready,S,ready,strict,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13160 regs=3236 log_rx=56550 svcs=4 mem_mib=856 memd_kills=90","(00.128579) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S071one_lockp.stri__steady,S,steady,strict,none,none,0,none,1,1,na,124,na,na,na,na,na,na,na,dump_fail,"up_s=13168 regs=3236 log_rx=56550 svcs=4 mem_mib=856 memd_kills=90","(00.129030) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S072one_lockp.ext___init,S,init,ext_unix,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13177 regs=3236 log_rx=56600 svcs=4 mem_mib=856 memd_kills=90","",""
S072one_lockp.ext___db_open,S,db_open,ext_unix,none,none,0,none,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=13185 regs=3236 log_rx=56650 svcs=4 mem_mib=856 memd_kills=90","",""
